record_id,customer_id,age,gender,region,employment_status,annual_income,credit_score,loan_type,loan_amount,annual_interest_rate,loan_term_months,loan_status,open_date,last_payment_date,last_payment_amount,balance_remaining,currency,debt_to_income_ratio,risk_band
1054,CUST101054,71,Other,East,Retired,143741,744,Personal,6780,9.9,360,Active,2016-11-04,2024-03-12,46.07,0.0,USD,0.0049,Medium
1055,CUST101055,57,Male,West,Student,295002,692,Mortgage,1401850,3.93,36,Closed,2023-06-16,2023-08-27,44658.52,1153782.64,USD,1.6818,Medium
1056,CUST101056,20,Female,South,Student,220766,604,Student,20765,7.03,36,Active,2024-02-19,2024-02-25,518.72,1521.57,USD,0.0349,High
1057,CUST101057,51,Other,East,Student,105348,767,Student,114073,4.29,180,Closed,2025-04-30,2025-08-19,745.33,0.0,USD,0.098,Low
1058,CUST101058,52,Female,East,Unemployed,107865,573,Credit Card,23104,24.78,120,Active,2021-09-16,2025-07-07,518.45,0.0,USD,0.0581,High
1059,CUST101059,73,Female,Central,Unemployed,113205,700,Credit Card,8776,24.58,240,Active,2019-05-14,2019-06-17,194.39,7689.06,USD,0.0192,Medium
1060,CUST101060,27,Female,East,Self-employed,327406,719,Auto,27187,5.25,24,Active,2024-08-07,2025-01-16,870.16,15229.22,USD,0.0438,Medium
1061,CUST101061,20,Other,South,Student,311266,777,Personal,20874,9.41,240,Delinquent,2019-12-19,2025-08-19,146.49,0.0,USD,0.0075,Low
1062,CUST101062,77,Male,West,Student,251244,731,Student,44244,7.73,36,Delinquent,2019-09-30,2021-10-25,1355.36,53.86,USD,0.066,Medium
1063,CUST101063,78,Male,Central,Self-employed,110635,811,Mortgage,1645697,3.47,24,Closed,2017-01-20,2017-06-24,53825.31,1219236.88,USD,7.7093,Low
1064,CUST101064,18,Other,East,Retired,68551,782,Student,73784,6.45,60,Active,2023-09-08,2025-08-19,1208.35,23316.05,USD,0.2524,Low
1065,CUST101065,43,Other,North,Student,112768,696,Personal,37833,13.53,360,Delinquent,2017-02-27,2020-08-17,453.82,0.0,USD,0.0462,Medium
1066,CUST101066,57,Male,Central,Student,220494,792,Mortgage,923122,3.19,36,Active,2023-09-11,2024-01-12,25796.64,169281.64,USD,1.4652,Low
1067,CUST101067,31,Male,West,Self-employed,315952,678,Credit Card,38150,23.83,60,Active,2023-12-13,2024-06-05,1183.57,9712.85,USD,0.0415,Medium
1068,CUST101068,60,Other,North,Unemployed,143874,706,Auto,52611,5.29,60,Delinquent,2024-06-28,2025-08-18,827.95,16616.77,USD,0.0834,Medium
1069,CUST101069,25,Female,West,Student,134748,642,Auto,12563,5.0,120,Closed,2025-05-05,2025-08-19,136.49,8299.0,USD,0.0119,High
1070,CUST101070,57,Other,North,Self-employed,254265,770,Credit Card,29756,12.03,36,Active,2020-07-28,2020-08-17,714.05,25800.99,USD,0.0467,Low
1071,CUST101071,47,Other,West,Employed,132321,690,Personal,10062,12.95,60,Closed,2017-02-07,2017-02-21,234.38,8003.84,USD,0.0207,Medium
1072,CUST101072,24,Male,East,Student,48463,705,Mortgage,656398,5.66,360,Active,2022-06-10,2025-08-19,3442.06,0.0,USD,0.9392,Medium
1073,CUST101073,40,Other,South,Unemployed,289659,680,Credit Card,26843,24.02,12,Active,2017-11-26,2017-11-27,2770.03,26843.0,USD,0.1052,Medium
1074,CUST101074,23,Other,Central,Unemployed,77399,693,Auto,37531,6.05,24,Active,2015-11-23,2016-04-23,1592.95,0.0,USD,0.258,Medium
1075,CUST101075,78,Other,East,Employed,68483,661,Credit Card,13638,12.74,60,Active,2015-09-11,2018-01-09,338.38,2532.21,USD,0.0541,Medium
1076,CUST101076,49,Male,Central,Employed,96118,671,Auto,25146,3.73,24,Closed,2025-05-11,2025-08-19,940.9,2278.18,USD,0.136,Medium
1077,CUST101077,26,Male,North,Retired,66785,635,Mortgage,371586,6.2,12,Active,2016-12-29,2017-01-14,28128.48,83448.76,USD,5.7525,High
1078,CUST101078,77,Other,West,Self-employed,123783,658,Auto,66550,4.33,60,Closed,2021-08-26,2021-08-26,1089.93,66550.0,USD,0.1198,Medium
1079,CUST101079,69,Female,Central,Employed,98450,737,Mortgage,288954,4.0,240,Closed,2022-08-26,2024-03-23,1871.42,54319.41,USD,0.2134,Medium
1080,CUST101080,54,Other,East,Self-employed,98710,715,Mortgage,1861589,5.88,60,Active,2023-06-30,2025-07-20,39396.56,0.0,USD,4.3626,Medium
1081,CUST101081,68,Male,North,Self-employed,318251,711,Credit Card,33542,22.71,24,Active,2018-03-16,2018-05-15,1325.74,9015.68,USD,0.0661,Medium
1082,CUST101082,53,Female,Central,Unemployed,223092,687,Auto,72824,3.81,360,Active,2018-10-03,2019-03-22,319.23,62631.7,USD,0.0183,Medium
1083,CUST101083,79,Male,West,Student,329755,646,Mortgage,818044,4.12,36,Closed,2024-12-02,2024-12-02,23723.32,818044.0,USD,0.8805,High
1084,CUST101084,20,Male,North,Employed,28839,829,Student,135124,6.82,360,Active,2019-10-09,2025-08-19,726.74,0.0,USD,0.3673,Low
1085,CUST101085,61,Female,East,Unemployed,242911,538,Auto,42912,4.62,12,Closed,2016-11-16,2016-11-16,3694.21,42912.0,USD,0.1811,High
1086,CUST101086,50,Male,North,Self-employed,33969,819,Student,65254,4.5,240,Active,2018-09-26,2020-10-02,369.73,0.0,USD,0.1458,Low
1087,CUST101087,18,Other,North,Unemployed,254755,600,Mortgage,818733,5.47,360,Active,2016-08-01,2022-04-14,3321.97,355405.29,USD,0.2182,High
1088,CUST101088,47,Other,South,Unemployed,61789,791,Auto,62509,3.61,60,Active,2015-12-01,2015-12-19,996.6,61368.77,USD,0.2214,Low
1089,CUST101089,61,Female,West,Student,245173,719,Auto,25793,4.96,180,Active,2017-11-13,2022-05-12,191.79,0.0,USD,0.01,Medium
1090,CUST101090,78,Female,East,Student,226372,692,Personal,39348,6.77,60,Active,2024-12-14,2025-06-11,807.03,33149.0,USD,0.0411,Medium
1091,CUST101091,35,Female,West,Student,72516,670,Credit Card,2634,21.82,24,Active,2016-03-16,2017-01-11,121.99,724.22,USD,0.0226,Medium
1092,CUST101092,20,Male,East,Retired,143706,777,Mortgage,1820812,5.5,120,Default,2022-01-28,2022-01-29,15802.87,1820812.0,USD,1.6501,Low
1093,CUST101093,22,Female,South,Employed,153966,722,Credit Card,20505,20.41,360,Active,2020-01-25,2025-08-19,383.08,0.0,USD,0.0272,Medium
1094,CUST101094,30,Female,Central,Student,83060,752,Credit Card,20176,13.33,240,Delinquent,2016-10-02,2017-12-18,215.57,11012.83,USD,0.0348,Low
1095,CUST101095,54,Female,South,Self-employed,111328,747,Auto,77552,5.34,120,Active,2022-03-05,2023-06-14,917.61,17395.43,USD,0.0901,Medium
1096,CUST101096,63,Female,South,Student,93173,608,Credit Card,31195,22.66,36,Active,2016-10-27,2017-02-09,867.83,25184.86,USD,0.1548,High
1097,CUST101097,19,Other,East,Employed,306128,613,Credit Card,38457,18.67,360,Delinquent,2017-04-13,2017-10-01,654.94,4220.32,USD,0.0235,High
1098,CUST101098,52,Other,Central,Unemployed,286452,602,Student,73166,5.52,36,Closed,2017-06-10,2017-10-03,2383.95,57696.19,USD,0.0926,High
1099,CUST101099,51,Other,South,Retired,250872,777,Mortgage,1230574,3.6,12,Active,2018-07-19,2018-07-30,90706.07,394106.02,USD,5.0014,Low
1100,CUST101100,71,Male,South,Student,315399,594,Mortgage,1703502,5.27,24,Closed,2017-05-29,2018-08-28,67437.58,504443.52,USD,2.8513,High
1101,CUST101101,35,Male,Central,Student,313438,738,Student,18113,5.34,180,Active,2018-03-18,2018-12-07,155.53,13719.05,USD,0.0056,Medium
1102,CUST101102,25,Female,West,Employed,279184,814,Auto,73898,3.99,60,Closed,2019-05-18,2021-06-28,1145.11,11309.91,USD,0.0585,Low
1103,CUST101103,47,Other,West,Self-employed,173537,825,Student,79197,8.18,240,Delinquent,2019-12-10,2025-07-07,663.37,0.0,USD,0.0464,Low
1104,CUST101104,35,Female,Central,Unemployed,99528,706,Auto,30946,6.43,180,Active,2022-02-21,2025-08-19,255.53,14306.23,USD,0.0324,Medium
1105,CUST101105,18,Other,Central,Self-employed,159417,707,Credit Card,15939,19.98,240,Default,2017-03-07,2019-05-25,241.26,0.0,USD,0.0204,Medium
1106,CUST101106,66,Other,West,Retired,321858,717,Auto,63396,3.38,60,Active,2020-12-19,2023-04-02,1216.32,10501.51,USD,0.0429,Medium
1107,CUST101107,20,Female,East,Retired,287934,637,Mortgage,447232,4.26,120,Active,2024-01-20,2025-08-19,3473.62,273059.94,USD,0.191,High
1108,CUST101108,38,Other,North,Self-employed,171599,590,Student,110398,8.23,360,Active,2024-02-10,2025-08-19,881.33,0.0,USD,0.0579,High
1109,CUST101109,26,Other,East,Retired,302192,716,Mortgage,1246522,4.89,12,Active,2025-05-09,2025-08-19,110203.51,606629.3,USD,4.235,Medium
1110,CUST101110,46,Female,West,Retired,74833,850,Student,74475,6.73,60,Active,2023-06-23,2025-08-19,1433.86,20261.65,USD,0.235,Low
1111,CUST101111,50,Female,Central,Unemployed,67341,656,Personal,44247,6.59,24,Active,2022-07-09,2022-10-09,1853.76,36355.65,USD,0.3516,Medium
1112,CUST101112,67,Female,East,Self-employed,220010,624,Student,21218,5.14,240,Default,2017-12-17,2021-06-26,113.26,6058.71,USD,0.0077,High
1113,CUST101113,59,Male,North,Retired,323703,660,Mortgage,894784,4.7,12,Active,2015-12-01,2016-05-03,78220.73,206488.78,USD,2.8351,Medium
1114,CUST101114,34,Male,North,Unemployed,217308,796,Student,135417,6.05,180,Closed,2024-06-27,2025-08-19,876.68,8168.06,USD,0.0633,Low
1115,CUST101115,77,Female,East,Student,210939,698,Credit Card,2912,19.43,120,Active,2024-04-01,2025-06-27,42.87,704.8,USD,0.0031,Medium
1116,CUST101116,45,Male,South,Unemployed,155312,644,Personal,4551,7.3,180,Active,2022-05-29,2025-08-19,32.99,0.0,USD,0.0032,High
1117,CUST101117,61,Female,South,Self-employed,82083,652,Student,117245,8.82,360,Active,2023-06-03,2025-08-19,765.09,0.0,USD,0.1357,Medium
1118,CUST101118,22,Female,North,Employed,61452,585,Mortgage,293567,4.3,120,Default,2021-08-14,2025-08-19,2880.93,0.0,USD,0.5886,High
1119,CUST101119,18,Other,North,Employed,268819,696,Credit Card,9378,14.55,24,Closed,2017-07-30,2018-07-31,397.31,1229.3,USD,0.0202,Medium
1120,CUST101120,18,Female,West,Self-employed,234197,724,Auto,24536,6.22,12,Closed,2017-12-04,2018-02-06,1673.44,7622.34,USD,0.1083,Medium
1121,CUST101121,48,Female,South,Student,201256,774,Credit Card,4151,18.0,180,Active,2024-10-27,2025-08-19,56.65,0.0,USD,0.004,Low
1122,CUST101122,37,Male,North,Retired,141928,702,Personal,18586,6.57,240,Active,2018-06-29,2022-08-11,113.43,7717.54,USD,0.0118,Medium
1123,CUST101123,73,Male,North,Employed,93370,739,Credit Card,41290,21.95,360,Delinquent,2023-04-16,2025-08-19,665.83,0.0,USD,0.0972,Medium
1124,CUST101124,31,Male,East,Self-employed,276526,657,Credit Card,36317,16.93,36,Active,2024-10-30,2025-02-21,1151.11,31142.86,USD,0.0561,Medium
1125,CUST101125,21,Male,Central,Student,149466,745,Auto,14351,4.35,60,Active,2019-04-14,2022-05-04,240.24,2088.86,USD,0.0214,Medium
1126,CUST101126,32,Female,South,Unemployed,26194,756,Mortgage,1179408,3.24,240,Delinquent,2020-07-30,2025-08-19,5444.72,370695.88,USD,3.0619,Low
1127,CUST101127,40,Male,East,Unemployed,153375,657,Credit Card,14779,22.65,180,Active,2023-05-11,2024-01-09,271.92,10156.1,USD,0.0226,Medium
1128,CUST101128,53,Male,North,Unemployed,146313,716,Credit Card,30916,24.48,120,Active,2025-06-10,2025-08-19,591.26,0.0,USD,0.0568,Medium
1129,CUST101129,55,Other,Central,Self-employed,333970,654,Auto,72828,3.37,360,Active,2023-04-11,2025-08-19,273.74,50304.22,USD,0.0116,Medium
1130,CUST101130,64,Other,Central,Student,152452,661,Auto,39672,5.07,36,Active,2021-06-26,2021-10-25,1103.61,21818.21,USD,0.0937,Medium
1131,CUST101131,59,Other,Central,Student,35772,639,Credit Card,14768,24.78,12,Active,2023-08-15,2023-12-01,1075.52,2149.67,USD,0.4703,High
1132,CUST101132,18,Male,South,Self-employed,21107,679,Mortgage,195021,6.19,360,Active,2023-08-28,2025-08-19,840.57,0.0,USD,0.6784,Medium
1133,CUST101133,41,Female,North,Unemployed,52354,756,Credit Card,19963,24.07,60,Closed,2022-10-30,2023-04-22,538.21,0.0,USD,0.1318,Low
1134,CUST101134,68,Female,East,Student,308532,718,Personal,27782,16.4,180,Active,2024-12-20,2025-08-19,296.87,0.0,USD,0.0162,Medium
1135,CUST101135,19,Female,West,Self-employed,21839,627,Personal,49640,13.06,360,Active,2024-12-28,2025-08-19,390.32,28685.04,USD,0.303,High
1136,CUST101136,80,Other,West,Student,160861,850,Personal,6671,14.51,60,Active,2018-10-20,2018-10-21,143.91,6671.0,USD,0.0117,Low
1137,CUST101137,77,Other,East,Retired,266118,668,Auto,66347,4.47,60,Active,2018-12-09,2019-09-23,1052.05,23086.88,USD,0.0557,Medium
1138,CUST101138,43,Male,West,Retired,260707,762,Credit Card,29406,19.25,24,Active,2020-12-08,2021-11-22,1432.64,5631.76,USD,0.0684,Low
1139,CUST101139,41,Male,East,Retired,244790,639,Mortgage,1294012,4.59,240,Active,2015-11-25,2025-08-19,6555.92,0.0,USD,0.4044,High
1140,CUST101140,45,Other,East,Student,293666,747,Auto,59825,3.05,24,Delinquent,2021-11-04,2021-11-05,2762.56,59825.0,USD,0.1051,Medium
1141,CUST101141,41,Female,Central,Unemployed,81749,692,Mortgage,1507113,5.62,360,Active,2018-12-19,2025-08-19,6710.96,0.0,USD,1.2728,Medium
1142,CUST101142,69,Other,Central,Self-employed,166974,688,Personal,12601,7.95,360,Active,2019-05-22,2025-08-19,67.16,0.0,USD,0.0066,Medium
1143,CUST101143,76,Female,East,Unemployed,89148,608,Personal,25434,11.83,12,Closed,2019-03-20,2019-07-27,1694.6,11887.45,USD,0.3039,High
1144,CUST101144,27,Male,East,Student,20031,725,Student,62555,8.63,180,Active,2020-03-27,2020-10-29,548.61,19100.4,USD,0.3719,Medium
1145,CUST101145,72,Female,South,Retired,105435,811,Personal,1331,6.7,360,Active,2021-06-21,2025-08-19,6.64,0.0,USD,0.001,Low
1146,CUST101146,33,Male,South,Student,58004,527,Personal,1409,11.78,12,Closed,2024-06-15,2024-11-05,119.62,783.79,USD,0.0259,High
1147,CUST101147,21,Male,North,Retired,214931,647,Mortgage,1667687,6.08,180,Active,2018-03-10,2018-10-14,14545.75,83439.01,USD,0.7897,High
1148,CUST101148,47,Male,West,Retired,184579,682,Mortgage,1939740,4.76,120,Active,2021-12-09,2025-08-10,19933.1,88149.04,USD,1.3228,Medium
1149,CUST101149,69,Other,Central,Student,236638,722,Student,95338,4.66,120,Closed,2018-10-07,2023-01-22,742.82,35611.75,USD,0.0505,Medium
1150,CUST101150,23,Other,Central,Self-employed,268583,655,Credit Card,6416,14.77,24,Active,2016-01-14,2016-04-08,222.91,3932.88,USD,0.0139,Medium
1151,CUST101151,57,Female,South,Self-employed,56029,695,Personal,29694,9.07,60,Active,2019-06-03,2020-04-08,536.08,0.0,USD,0.1322,Medium
1152,CUST101152,80,Other,West,Employed,245059,686,Auto,42947,6.12,60,Active,2021-10-10,2022-04-09,688.77,27126.0,USD,0.0408,Medium
1153,CUST101153,69,Other,East,Student,92299,706,Mortgage,1034314,5.86,120,Active,2023-07-17,2023-10-25,9630.88,965851.46,USD,1.4835,Medium
1154,CUST101154,41,Female,South,Self-employed,315997,721,Personal,22269,7.29,360,Active,2022-09-10,2025-08-19,151.34,0.0,USD,0.0058,Medium
1155,CUST101155,74,Male,North,Employed,72490,692,Student,29839,7.01,12,Active,2017-03-26,2017-06-09,2534.67,16928.95,USD,0.4274,Medium
1156,CUST101156,61,Other,South,Self-employed,32474,674,Auto,51304,5.86,120,Default,2023-06-22,2024-05-27,550.72,0.0,USD,0.2091,Medium
1157,CUST101157,75,Male,South,Self-employed,249500,764,Mortgage,122178,3.55,240,Active,2024-02-27,2025-08-19,759.83,0.0,USD,0.0342,Low
1158,CUST101158,31,Other,South,Unemployed,328386,632,Credit Card,23268,12.42,120,Active,2016-02-17,2021-08-25,251.22,0.0,USD,0.0124,High
1159,CUST101159,26,Female,Central,Retired,45961,714,Mortgage,583602,5.33,24,Active,2016-03-06,2016-03-07,20940.71,583602.0,USD,6.7074,Medium
1160,CUST101160,37,Other,North,Self-employed,323551,645,Auto,14119,6.07,240,Closed,2016-02-24,2023-01-03,99.64,996.62,USD,0.0038,High
1161,CUST101161,22,Male,Central,Unemployed,348655,712,Auto,54146,6.08,36,Active,2021-10-03,2022-09-22,1655.76,17863.83,USD,0.0568,Medium
1162,CUST101162,54,Female,South,Employed,209449,688,Student,132636,6.85,12,Delinquent,2022-11-11,2022-11-12,10647.21,132636.0,USD,0.657,Medium
1163,CUST101163,53,Male,North,Retired,222824,742,Mortgage,1732200,5.43,60,Active,2021-01-03,2021-10-03,32296.33,675204.96,USD,1.7789,Medium
1164,CUST101164,31,Other,South,Retired,171506,633,Personal,15747,6.25,240,Closed,2021-02-21,2025-05-15,115.5,2280.39,USD,0.0081,High
1165,CUST101165,39,Female,North,Self-employed,104242,779,Mortgage,1134378,3.74,240,Active,2019-02-24,2019-11-17,7119.77,697597.98,USD,0.7735,Low
1166,CUST101166,52,Female,South,Retired,52059,738,Credit Card,47036,22.13,60,Active,2024-06-27,2024-12-01,1084.27,28800.13,USD,0.3003,Medium
1167,CUST101167,68,Male,Central,Employed,241121,627,Credit Card,37423,23.88,120,Active,2018-05-13,2018-05-17,866.82,36601.02,USD,0.0409,High
1168,CUST101168,46,Male,South,Retired,23405,630,Student,92577,7.77,360,Active,2019-04-07,2025-08-19,488.48,0.0,USD,0.3407,High
1169,CUST101169,45,Female,South,Student,44340,657,Auto,11110,6.1,36,Active,2020-10-08,2021-10-05,307.44,3324.7,USD,0.0916,Medium
1170,CUST101170,47,Male,Central,Self-employed,20575,586,Mortgage,479443,3.66,36,Delinquent,2016-09-30,2016-11-03,11843.93,338616.32,USD,8.2135,High
1171,CUST101171,51,Other,West,Employed,211911,711,Mortgage,1155146,4.53,180,Closed,2019-05-14,2021-03-12,8784.84,0.0,USD,0.5014,Medium
1172,CUST101172,54,Other,West,Student,107807,723,Credit Card,34866,12.58,12,Active,2024-01-20,2024-07-11,3315.04,0.0,USD,0.3459,Medium
1173,CUST101173,62,Other,South,Employed,307041,697,Credit Card,19095,16.31,120,Active,2025-05-09,2025-08-19,238.92,17153.61,USD,0.0126,Medium
1174,CUST101174,66,Female,South,Employed,48298,657,Personal,36170,7.53,60,Active,2017-02-26,2018-01-10,524.86,5707.89,USD,0.1802,Medium
1175,CUST101175,35,Other,South,Self-employed,295199,727,Personal,38832,13.23,60,Active,2023-07-02,2023-07-02,883.05,38832.0,USD,0.0361,Medium
1176,CUST101176,58,Male,North,Unemployed,98259,666,Student,135554,5.8,36,Active,2023-06-09,2023-08-10,3491.41,110884.74,USD,0.5021,Medium
1177,CUST101177,66,Male,Central,Employed,239114,682,Personal,26943,8.36,12,Closed,2019-07-02,2020-05-01,1860.55,1112.62,USD,0.1178,Medium
1178,CUST101178,47,Female,East,Student,326478,610,Auto,19311,5.39,36,Closed,2022-05-07,2022-08-21,566.47,16400.22,USD,0.0214,High
1179,CUST101179,80,Other,North,Student,176519,667,Auto,79584,3.76,12,Active,2018-08-05,2018-10-13,6960.54,59280.46,USD,0.4601,Medium
1180,CUST101180,28,Male,Central,Employed,126443,777,Mortgage,1150856,3.2,240,Active,2021-11-20,2025-08-19,7067.3,0.0,USD,0.6167,Low
1181,CUST101181,43,Female,North,Student,142614,612,Student,99909,5.81,120,Active,2022-02-26,2023-08-01,901.96,60320.3,USD,0.0925,High
1182,CUST101182,43,Male,East,Retired,118862,751,Personal,1559,9.63,240,Active,2017-07-07,2019-08-23,11.02,0.0,USD,0.0015,Low
1183,CUST101183,74,Male,North,Unemployed,96995,582,Auto,55026,6.29,180,Active,2018-08-17,2022-01-07,350.29,0.0,USD,0.0585,High
1184,CUST101184,74,Male,Central,Student,331489,652,Personal,47610,7.02,240,Closed,2018-08-05,2019-09-20,341.55,26907.27,USD,0.0134,Medium
1185,CUST101185,74,Male,East,Student,117863,820,Personal,35840,8.83,60,Active,2018-07-24,2019-09-11,800.12,0.0,USD,0.0754,Low
1186,CUST101186,22,Male,East,Retired,281886,684,Personal,25234,16.36,240,Closed,2023-05-17,2025-08-19,322.02,0.0,USD,0.0152,Medium
1187,CUST101187,43,Other,East,Unemployed,124526,681,Personal,37983,11.67,120,Active,2020-01-17,2023-05-18,543.51,11634.5,USD,0.0518,Medium
1188,CUST101188,45,Male,East,Self-employed,61459,653,Mortgage,1222996,5.44,12,Closed,2022-01-22,2022-04-10,94787.67,698274.15,USD,20.4906,Medium
1189,CUST101189,29,Female,Central,Self-employed,189395,746,Student,109090,5.51,360,Closed,2017-09-04,2019-01-07,437.42,73745.12,USD,0.0393,Medium
1190,CUST101190,35,Male,South,Unemployed,328544,522,Personal,4449,17.97,120,Closed,2022-12-08,2025-02-15,63.99,0.0,USD,0.0029,High
1191,CUST101191,78,Female,North,Unemployed,186060,750,Mortgage,1049601,4.98,60,Delinquent,2023-01-06,2025-07-31,15648.11,79516.16,USD,1.2769,Low
1192,CUST101192,19,Male,Central,Employed,279880,638,Credit Card,30270,13.2,120,Delinquent,2019-03-17,2019-10-17,384.98,21159.17,USD,0.0195,High
1193,CUST101193,75,Male,West,Retired,261515,541,Student,17742,4.56,60,Active,2022-11-05,2022-11-17,323.5,14429.51,USD,0.0152,High
1194,CUST101194,65,Male,South,Student,262640,688,Student,89912,6.03,60,Active,2020-11-20,2020-11-20,1411.54,89912.0,USD,0.0795,Medium
1195,CUST101195,77,Other,East,Self-employed,250334,769,Credit Card,44141,24.79,12,Active,2015-12-03,2016-01-02,4369.1,35759.3,USD,0.2009,Low
1196,CUST101196,37,Male,East,Student,122166,722,Auto,62166,4.85,24,Active,2021-03-07,2021-03-15,2122.37,48550.33,USD,0.2675,Medium
1197,CUST101197,40,Other,South,Retired,224873,580,Credit Card,43262,14.42,360,Active,2024-06-06,2025-08-19,395.86,0.0,USD,0.0281,High
1198,CUST101198,70,Other,South,Self-employed,97782,605,Student,64464,7.5,60,Active,2021-06-29,2022-06-20,904.94,15378.4,USD,0.1585,High
1199,CUST101199,62,Male,East,Self-employed,87739,650,Credit Card,23938,24.64,360,Active,2020-02-03,2020-05-13,452.75,1312.74,USD,0.0673,Medium
1200,CUST101200,42,Other,West,Employed,285114,683,Credit Card,15566,23.61,36,Closed,2023-07-23,2023-11-26,587.16,12528.42,USD,0.0256,Medium
1201,CUST101201,45,Other,East,Retired,155408,755,Personal,30007,15.05,36,Default,2017-04-07,2017-07-26,1137.6,16474.81,USD,0.0804,Low
1202,CUST101202,27,Male,Central,Employed,75642,736,Auto,55364,4.96,36,Active,2023-09-07,2023-12-07,1647.87,37122.54,USD,0.2631,Medium
1203,CUST101203,29,Other,East,Self-employed,214820,850,Auto,72755,6.03,60,Active,2016-05-21,2020-01-07,1049.9,0.0,USD,0.0786,Low
1204,CUST101204,68,Female,East,Employed,143896,636,Personal,8997,13.84,180,Closed,2017-04-21,2017-07-14,86.61,8640.45,USD,0.0099,High
1205,CUST101205,29,Female,North,Retired,170378,721,Student,100780,5.93,180,Active,2023-10-31,2025-08-19,607.89,41515.74,USD,0.0596,Medium
1206,CUST101206,69,Male,North,Unemployed,65339,673,Mortgage,262514,4.98,180,Delinquent,2019-05-04,2022-05-20,1465.27,36534.11,USD,0.3808,Medium
1207,CUST101207,64,Female,Central,Self-employed,329819,659,Personal,13115,6.72,12,Active,2024-09-25,2024-09-26,908.13,10848.79,USD,0.0412,Medium
1208,CUST101208,18,Male,Central,Student,70380,589,Auto,50302,3.26,60,Delinquent,2022-01-18,2023-02-06,897.48,36656.73,USD,0.1551,High
1209,CUST101209,47,Other,Central,Student,232852,697,Student,133594,8.47,60,Active,2016-07-14,2019-11-28,2996.51,0.0,USD,0.1412,Medium
1210,CUST101210,42,Other,North,Student,197795,706,Credit Card,28548,16.58,60,Active,2022-09-18,2025-08-19,745.27,0.0,USD,0.0427,Medium
1211,CUST101211,25,Other,North,Student,192394,679,Credit Card,45047,21.43,180,Active,2017-09-04,2018-05-17,635.98,0.0,USD,0.0523,Medium
1212,CUST101212,40,Male,East,Student,218252,667,Student,79473,6.4,12,Active,2015-08-26,2015-09-21,7452.76,65763.85,USD,0.3769,Medium
1213,CUST101213,52,Other,West,Student,230194,662,Student,86136,8.42,24,Active,2020-05-06,2020-08-12,4132.13,62662.69,USD,0.2039,Medium
1214,CUST101214,34,Female,North,Employed,233231,661,Auto,71637,3.7,240,Delinquent,2018-09-10,2025-08-19,400.28,10744.34,USD,0.0218,Medium
1215,CUST101215,25,Other,Central,Unemployed,92012,711,Personal,14493,6.59,180,Active,2022-04-18,2025-08-19,89.28,0.0,USD,0.0166,Medium
1216,CUST101216,51,Male,West,Student,128197,690,Mortgage,1889553,4.1,120,Closed,2021-07-09,2025-08-19,19916.5,371114.8,USD,1.7992,Medium
1217,CUST101217,57,Female,East,Unemployed,237027,721,Personal,18152,16.5,120,Closed,2023-12-30,2024-11-08,304.67,9479.0,USD,0.0157,Medium
1218,CUST101218,68,Female,Central,Employed,227367,718,Auto,41779,5.92,120,Active,2018-09-24,2023-10-14,376.21,7579.46,USD,0.0244,Medium
1219,CUST101219,44,Female,North,Retired,314312,656,Credit Card,22508,18.51,36,Default,2022-06-05,2024-06-14,880.19,0.0,USD,0.0313,Medium
1220,CUST101220,60,Other,Central,Retired,161352,651,Mortgage,1975307,5.66,360,Closed,2017-01-31,2019-01-08,8781.7,1621452.26,USD,0.8489,Medium
1221,CUST101221,66,Male,West,Unemployed,177998,785,Auto,47626,5.21,240,Active,2019-10-17,2025-02-02,326.3,20117.89,USD,0.0216,Low
1222,CUST101222,20,Male,North,Employed,178215,659,Personal,26002,17.15,36,Active,2023-10-02,2024-07-18,670.58,12996.22,USD,0.0626,Medium
1223,CUST101223,73,Female,North,Self-employed,80187,671,Personal,35653,14.48,240,Active,2017-10-09,2024-04-20,380.6,0.0,USD,0.0682,Medium
1224,CUST101224,18,Other,West,Employed,320765,850,Personal,47256,10.33,120,Active,2017-10-04,2019-09-16,526.09,26361.75,USD,0.0237,Low
1225,CUST101225,32,Other,Central,Unemployed,45196,756,Auto,34968,5.9,36,Active,2023-02-28,2023-03-08,1108.09,26470.32,USD,0.282,Low
1226,CUST101226,29,Female,West,Self-employed,76508,687,Credit Card,49591,21.01,240,Active,2024-05-26,2025-08-19,910.59,0.0,USD,0.1383,Medium
1227,CUST101227,78,Other,East,Self-employed,318362,759,Credit Card,4284,13.99,24,Active,2022-11-21,2024-04-02,180.01,0.0,USD,0.0078,Low
1228,CUST101228,30,Male,East,Self-employed,187005,641,Personal,4075,7.96,120,Closed,2020-05-16,2022-04-08,38.13,1607.25,USD,0.0032,High
1229,CUST101229,64,Male,South,Self-employed,89980,702,Auto,11221,3.48,36,Active,2019-05-05,2020-12-12,360.45,3003.52,USD,0.0438,Medium
1230,CUST101230,32,Male,South,Self-employed,152979,683,Mortgage,1505778,6.15,360,Active,2019-09-25,2020-01-15,9562.23,1459909.88,USD,0.7196,Medium
1231,CUST101231,57,Female,East,Self-employed,49709,606,Auto,17346,3.27,36,Active,2018-03-24,2019-09-04,519.89,0.0,USD,0.1223,High
1232,CUST101232,35,Other,South,Employed,86613,707,Credit Card,49588,22.36,12,Active,2016-08-28,2017-02-27,3558.07,17039.72,USD,0.6442,Medium
